votes,no_answers,questions,links,tags
4,,How are the element abundances calculated for a meteorite in the Hydrogen log10 scale?,/questions/13903/how-are-the-element-abundances-calculated-for-a-meteorite-in-the-hydrogen-log10,"sun,cosmology,meteorite,elemental-abundances"
3,,Are there good animations of the movement of proximate stars over long time periods?,/questions/13359/are-there-good-animations-of-the-movement-of-proximate-stars-over-long-time-peri,"star,sun,distances,movement"
4,1,Focusing light through fiber optic cable to extend telescope viewer,/questions/10875/focusing-light-through-fiber-optic-cable-to-extend-telescope-viewer,"telescope,telescope-lens"
2,1,Do/did the asteroids contain enough water to create Earth's oceans?,/questions/8206/do-did-the-asteroids-contain-enough-water-to-create-earths-oceans,"comets,asteroids,water"
2,,Galactic extinction as a function of distance,/questions/10332/galactic-extinction-as-a-function-of-distance,"galaxy,apparent-magnitude,extinction"
1,,Planets classification by density,/questions/13382/planets-classification-by-density,"planet,classification,density"
2,1,When is it a good aproximation to consider a star to be an ideal gas?,/questions/12736/when-is-it-a-good-aproximation-to-consider-a-star-to-be-an-ideal-gas,"star,astrophysics,gas,stellar-structure"
3,,Ramifications of black hole stellar system,/questions/8482/ramifications-of-black-hole-stellar-system,"orbit,black-hole,exoplanet,habitable-zone"
10,,Is it possible that all dark matter is made of rogue planets (free-floating planet)?,/questions/2061/is-it-possible-that-all-dark-matter-is-made-of-rogue-planets-free-floating-plan,"dark-matter,rogue-planet"
4,,Low precision GMST formula clarification,/questions/12026/low-precision-gmst-formula-clarification,"declination,ascension"
5,,Conditions on Hot Jupiters,/questions/6351/conditions-on-hot-jupiters,"exoplanet,solar-flare,solar-wind,coronal-mass-ejection,hot-jupiter"
1,1,What's the significance of finding neon on lunar atmospehere? new explanation of moon light?,/questions/11583/whats-the-significance-of-finding-neon-on-lunar-atmospehere-new-explanation-of,"the-moon,moon-phases"
3,,Does near light-speed travel doppler-shift the light from the target into gamma rays?,/questions/5924/does-near-light-speed-travel-doppler-shift-the-light-from-the-target-into-gamma,"light,speed,interstellar-travel"
10,2,Why is the observable Universe larger than its age would suggest?,/questions/1001/why-is-the-observable-universe-larger-than-its-age-would-suggest,"distances,universe,laws-of-physics,space-time"
9,,"What can be seen with a 4.5"" telescope",/questions/1208/what-can-be-seen-with-a-4-5-telescope,"amateur-observing,newtonian-telescope,messier-catalog"
3,,"Gaia: What is the difference between CCDs used for astrometry, photometry, and spectroscopy?",/questions/11937/gaia-what-is-the-difference-between-ccds-used-for-astrometry-photometry-and-s,"spectroscopy,astrometry,photometry"
1,2,Could dark matter particles be unstable?,/questions/1435/could-dark-matter-particles-be-unstable,"dark-matter,dark-energy,hydrogen"
5,,Watching the Mercury transit with improvised devices,/questions/14635/watching-the-mercury-transit-with-improvised-devices,"amateur-observing,mercury,planetary-transits"
0,,How to create synthetic test images of stars?,/questions/14412/how-to-create-synthetic-test-images-of-stars,"astrophysics,radio-astronomy,photometry"
1,,What is the difference between a neutron star and a white dwarf?,/questions/12901/what-is-the-difference-between-a-neutron-star-and-a-white-dwarf,"neutron-star,white-dwarf"
8,,Are Barlow Lenses Good For Deep Sky Observing?,/questions/576/are-barlow-lenses-good-for-deep-sky-observing,"newtonian-telescope,telescope-lens,deep-sky-observing"
9,2,Why is the Earth's center still hot after millions of years? [closed],/questions/706/why-is-the-earths-center-still-hot-after-millions-of-years,"earth,geology"
12,,How was the core temperature of the Sun estimated?,/questions/253/how-was-the-core-temperature-of-the-sun-estimated,"sun,temperature,laws-of-physics,core"
10,2,How can the orbit of a Kuiper Belt Object be differentiated from the transit of a rogue planet?,/questions/460/how-can-the-orbit-of-a-kuiper-belt-object-be-differentiated-from-the-transit-of,"observation,orbit,kuiper-belt,kbo,rogue-planet"
12,,Parking a telescope at a Lagrange point: is this a good idea from a debris point of view?,/questions/373/parking-a-telescope-at-a-lagrange-point-is-this-a-good-idea-from-a-debris-point,"gravity,space-telescope,lagrange-point,space-debris"
5,1,How to calculate geocentric conjunction time and moon altitude at a given time,/questions/10948/how-to-calculate-geocentric-conjunction-time-and-moon-altitude-at-a-given-time,"orbit,the-moon,sun,date-time"
1,2,Can earth escape sun's gravity with the help of a black hole heading towards our solar system?,/questions/12820/can-earth-escape-suns-gravity-with-the-help-of-a-black-hole-heading-towards-our,"solar-system,earth,black-hole,escape-velocity"
0,,What causes objects to become tidally locked?,/questions/12154/what-causes-objects-to-become-tidally-locked,"orbit,gravity,rotation,tidal-forces,celestial-mechanics"
8,,How Much Overlap Will the Andromeda Galaxy and the Milky Way Have When They Collide?,/questions/10871/how-much-overlap-will-the-andromeda-galaxy-and-the-milky-way-have-when-they-coll,"galaxy,milky-way,m31"
1,1,Looking for planetary position calculation,/questions/11573/looking-for-planetary-position-calculation,"solar-system,planet"
1,,"Why does spectral class and U-V colour correlate slightly differently for main sequence, giant and supergiant stars?",/questions/12556/why-does-spectral-class-and-u-v-colour-correlate-slightly-differently-for-main-s,"spectra,observational-astronomy,classification,main-sequence,magnitude"
0,2,Why do we have so few neutrinos to study?,/questions/8709/why-do-we-have-so-few-neutrinos-to-study,neutrinos
3,,Is the conversion from proto-star to main sequence an event or a process?,/questions/10051/is-the-conversion-from-proto-star-to-main-sequence-an-event-or-a-process,"protostar,main-sequence"
0,,The light of which star is next to reach the earth?,/questions/18097/the-light-of-which-star-is-next-to-reach-the-earth,"star,light,speed,night-sky"
2,,How do we know that other planetary systems aren't composed of antimatter? [duplicate],/questions/11518/how-do-we-know-that-other-planetary-systems-arent-composed-of-antimatter,"star,planet,antimatter,planetary-systems"
3,1,Orbiting and landing on non-sperical objects,/questions/11436/orbiting-and-landing-on-non-sperical-objects,"orbit,asteroids,eccentric-orbit"
11,,Is it safer to be near a star or a black hole?,/questions/3683/is-it-safer-to-be-near-a-star-or-a-black-hole,"star,black-hole,gravity,radiation,hawking-radiation"
4,2,Is there a mechanism that makes small moons more rounded than comets?,/questions/10934/is-there-a-mechanism-that-makes-small-moons-more-rounded-than-comets,"comets,formation,natural-satellites,hydrostatic-equilibrium"
3,,What to look for in a tripod for binoculars?,/questions/8325/what-to-look-for-in-a-tripod-for-binoculars,binoculars
8,,How can we tell the difference between matter and antimatter by observation in space?,/questions/10756/how-can-we-tell-the-difference-between-matter-and-antimatter-by-observation-in-s,"observation,antimatter"
1,,Integrating radial velocity with respect to time,/questions/17855/integrating-radial-velocity-with-respect-to-time,"star,distances,velocity,cepheids"
11,,What would the effects be on Earth if Jupiter was turned into a star?,/questions/6052/what-would-the-effects-be-on-earth-if-jupiter-was-turned-into-a-star,"star,sun,light,jupiter,heat"
6,2,Why argon instead of another noble gas?,/questions/13498/why-argon-instead-of-another-noble-gas,"atmosphere,gas,elemental-abundances,element"
5,2,What exactly is 'eastward movement',/questions/12884/what-exactly-is-eastward-movement,"fundamental-astronomy,movement"
1,,"How to view Jupiter with 4.5"" Newtonian Reflector",/questions/9939/how-to-view-jupiter-with-4-5-newtonian-reflector,"jupiter,newtonian-telescope,telescope-lens"
4,,Why can't we detect water on Mars in the same way as in exoplanets?,/questions/6463/why-cant-we-detect-water-on-mars-in-the-same-way-as-in-exoplanets,"exoplanet,mars,water"
0,1,Around what apparent magnitude can the naked eye observe an object during full moon,/questions/10322/around-what-apparent-magnitude-can-the-naked-eye-observe-an-object-during-full-m,"the-moon,observation,atmosphere,apparent-magnitude"
6,,Unbelievably high masses/ densities in NASA website data,/questions/11798/unbelievably-high-masses-densities-in-nasa-website-data,"exoplanet,mass,data-analysis,kepler,density"
5,,Gas halo of our Milky Way Galaxy,/questions/12647/gas-halo-of-our-milky-way-galaxy,gas
6,,"Questions about a fictional binary system, and habitability [closed]",/questions/8458/questions-about-a-fictional-binary-system-and-habitability,"the-moon,binary-star,gas-giants,habitable-zone"
5,,How are rogue planets discovered?,/questions/1715/how-are-rogue-planets-discovered,"planet,observation,rogue-planet"
1,,Calculate Dec and RA of a star from Euler angles and GPS data,/questions/11819/calculate-dec-and-ra-of-a-star-from-euler-angles-and-gps-data,"star,telescope,observation,declination"
2,,Would an ultra bright moon indicate that the world is ending?,/questions/5941/would-an-ultra-bright-moon-indicate-that-the-world-is-ending,"the-moon,solar-flare"
2,1,How long is the moon full,/questions/11463/how-long-is-the-moon-full,"the-moon,moon-phases"
4,,Speed comparison of both voyagers,/questions/4796/speed-comparison-of-both-voyagers,"speed,interstellar-travel,space-probe"
23,,Why is our solar system “tipped” about 63° with respect to the plane of our galaxy?,/questions/546/why-is-our-solar-system-tipped-about-63-with-respect-to-the-plane-of-our-gala,"solar-system,galaxy,laws-of-physics"
8,,Are Barlow Lenses Good For Deep Sky Observing?,/questions/576/are-barlow-lenses-good-for-deep-sky-observing,"newtonian-telescope,telescope-lens,deep-sky-observing"
-1,3,the initial astrometry calibration for a telescope,/questions/8564/the-initial-astrometry-calibration-for-a-telescope,"telescope,astrometry"
1,,Were there any images of a transitary event of Jupiter or Saturn as imaged by a deep probe mission,/questions/14587/were-there-any-images-of-a-transitary-event-of-jupiter-or-saturn-as-imaged-by-a,"solar-system,jupiter,saturn,planetary-transits"
5,3,Could mirrors be replaced with CCDs?,/questions/14351/could-mirrors-be-replaced-with-ccds,"telescope,photometry"
11,,How is the first detonation in Supernove type Ia triggered?,/questions/12845/how-is-the-first-detonation-in-supernove-type-ia-triggered,"supernova,white-dwarf"
9,3,Why isn't Earth a perfect sphere? [closed],/questions/492/why-isnt-earth-a-perfect-sphere,"earth,rotation,geology"
11,,How is it known that Callisto has no core?,/questions/182/how-is-it-known-that-callisto-has-no-core,"callisto,core"
12,1,Are any Pluto-sized objects remaining to be discovered in the Kuiper Belt?,/questions/431/are-any-pluto-sized-objects-remaining-to-be-discovered-in-the-kuiper-belt,"solar-system,kuiper-belt"
5,,Why can we see stars but not astronaut on the moon,/questions/10684/why-can-we-see-stars-but-not-astronaut-on-the-moon,"star,the-moon"
2,1,"Does gravity bend light, and how much time does it take for light to cross gravity of a Black Hole?",/questions/12818/does-gravity-bend-light-and-how-much-time-does-it-take-for-light-to-cross-gravi,"gravity,black-hole,universe"
8,,Could there be dark matter black holes?,/questions/11960/could-there-be-dark-matter-black-holes,"gravity,black-hole,dark-matter,supermassive-black-hole,matter"
4,,"Can the Milky Way be seen with the naked eye? Does this apply to any galaxy? If yes, then how and when?",/questions/10759/can-the-milky-way-be-seen-with-the-naked-eye-does-this-apply-to-any-galaxy-if,"galaxy,amateur-observing,milky-way"
1,,What is the mass limit in a stellar accretion disc?,/questions/11572/what-is-the-mass-limit-in-a-stellar-accretion-disc,"solar-system,star-formation,accretion-discs"
1,1,Conversion of magnitudes to Jansky and MAGPHYS?,/questions/12541/conversion-of-magnitudes-to-jansky-and-magphys,"luminosity,magnitude"
11,1,How Are Radioactive Decay Rates Influenced by Neutrinos - On Earth and Other Dense Planets,/questions/8701/how-are-radioactive-decay-rates-influenced-by-neutrinos-on-earth-and-other-den,neutrinos
1,1,Accretion of in-falling material for a young main sequence star,/questions/6522/accretion-of-in-falling-material-for-a-young-main-sequence-star,"protostar,main-sequence"
0,,Why celestial objects appear brighter in the night sky than in photographs from closer proximity?,/questions/16660/why-celestial-objects-appear-brighter-in-the-night-sky-than-in-photographs-from,"light,night-sky"
